Bednaříkova;M
Síčka; 
Břenkova;M
Krátká; 
Slíny; 
Jemelkova;M
Souběžná; 
Dvořiště; 
Točná; 
Velká Klajdovka; 
Zezulova;M
Dvorského;M
Kratina; 
Strž; 
Kolaříkova;M
Rekreační; 
Lučiny; 
Podhájí; 
Reissigova;M
Kotoulky; 
Manželů Suchých; 
Třebízského;M
Bohatcova;M
Drdy; 
Ostrá; 
Vojanova;M
Slovanské náměstí; 
Psotova;M
Nádvorní; 
Koutného;M
Konopná; 
Široká; 
Vackova;M
Herbenova;M
Holubova;M
Jelínkova;M
Foerstrova;M
Zelinky; 
Břetislavova;M
Šťastného;M
Živného;M
Mahenova;M
Gajdošova;M
Moskalykova;M
Stráň; 
Strážní; 
Chlumy; 
Vyhlídalova;M
Výletní; 
Sedla; 
Kosmova;M
Žlutá; 
Rovnoběžná; 
Richtrova;M
Plevova;M
Cihelní; 
Komenského náměstí; 
Dolnice; 
Rozkošná; 
Milady Horákové;F
Auerswaldova;M
Družstevní; 
Ladova;M
Sovova;M
náměstí Karla IV.; 
Vančurova;M
Aloise Havla; 
Říčky; 
Krondlova;M
Jindřichova;M
Žleb; 
Hilleho; 
Moravské náměstí; 
Jasná; 
Zahradníkova;M
Elišky Krásnohorské; 
Uprkova;M
Krameriova;M
Postranní; 
Leskauerova;M
Karla Kryla; 
Molákova;M
Sedlička; 
Světlá; 
Tenorova;M
Výhon; 
Šárka; 
Slatinka; 
Rybníček; 
Ambrožova;M
Ječmínkova;M
Hrad Veveří; 
Písníky; 
Palackého třída; 
Hliniště; 
Výzkumní; 
Vlkova;M
Svatoplukova;M
Čtvrtě; 
Generála Kadlece; 
Hamry; 
Nevrklova;M
Štěpánkova;M
Třískalova;M
Štítného;M
Křivánky; 
Bartošova;M
Ovčírna; 
Puškinova;M
Gusty Blahové;F
Ovocná; 
Vodova;M
Musorgského;M
Spodní; 
Sirotkova;M
Lísky; 
Staňkova;M
Kšírova;M
Colova;M
Tomečkova;M
Borodinova;M
Černozemní; 
Došlíkova;M
Habřinova;M
Mařákova;M
Hády; 
Podlipná; 
Touškova;M
Tovární; 
Soběslavova;M
Kolejní; 
Údolní; 
Bešůvka; 
Perunova;M
Žlíbek; 
Zázmolí; 
Vítězná; 
Fibichova;M
Sobolova;M
Pflegrova;M
Achtelky; 
Název ulice; 
Husova;M
Havlíčkova;M
Chochola; 
Pohankova;M
Matzenauerova;M
Zengrova;M
Vyhlídka; 
Hlídka; 
Čtvery hony; 
Královka; 
Strmá; 
Havlišova;M
Edisonova;M
Vzdálená; 
Bezovka; 
Provazníkova;M
Šmahova;M
Gogolova;M
Podhrázní; 
Ráj; 
Hubrova;M
Křižíkova;M
Odlehlá; 
Nezvalova;M
Járy Cimrmana; 
Klíny; 
Fanderlíkova;M
Mariánské náměstí; 
Kostelní zmola; 
Havelkova;M
Středova;M
Teyschlova;M
Olbrachtovo náměstí; 
Marešova;M
Valouškova;M
Chaloupky; 
Šafaříkova;M
Markůvky; 
Železná; 
Jelení; 
Polní; 
Hrozňatova;M
Marie Hübnerové;F
Sladkovského;M
Záleského;M
Nárožní; 
Zámezí; 
Náplavka; 
Pastviny; 
Ramešova;M
Gorazdova;M
Šaracova;M
Bezejmenná; 
Písečná; 
Tvrdého;M
Hostinského;M
Zdráhalova;M
Talichova;M
Soukopova;M
Votroubkova;M
Uhýrkova;M
Chvalovka; 
Revírníkova;M
Joukalova;M
Nešverova;M
Půvabná; 
Spojka; 
Dominikánské náměstí; 
Střelnice; 
Dusíkova;M
Myslínova;M
Mazourova;M
Souhrady; 
Šrámkova;M
Šikulova;M
Zatloukalova;M
Špitálka; 
Stinná; 
Revoluční; 
Maškova;M
Staré zámky; 
Červinkova;M
Švermova;M
Sportovní nábřeží; 
Závodní; 
Ševcova;M
Zadní; 
Štolcova;M
Loučná; 
Vrchní; 
Kárníkova;M
Střížova;M
Vymazalova;M
Proškovo náměstí; 
Petrůvky; 
Riegrova;M
Gorkého;M
Richarda Knose; 
Amerlingova;M
Hujíčkova;M
Tolstého;M
Jilemnického;M
Trnkova;M
Gellnerova;M
Mojmírovo náměstí; 
Čejkova;M
Lelkova;M
Meluzínova;M
Díly; 
Jakubské náměstí; 
Krausova;M
Rosického náměstí; 
Zemkova;M
Škroupova;M
Vohnoutova;M
Pavlíkova;M
Rozárka; 
Babičkova;M
Resslova;M
Sýpka; 
Goldova;M
Fleischnerova;M
Studniční; 
Vitáskova;M
Nové sady; 
Šilingrovo náměstí; 
Ypsilantiho; 
Ivanovické náměstí; 
Trtílkova;M
Kronova;M
Jubilejní; 
Cornovova;M
Hochmanova;M
Chaloupeckého náměstí; 
Fantova;M
Myslivečkova;M
Poděbradova;M
Deštná; 
Chopinova;M
Bellova;M
Jana Svobody; 
Stará osada; 
Dlouhé hony; 
Majdalenky; 
Vážného;M
Sadovského;M
Venhudova;M
Ečerova;M
Gromešova;M
Poslušného;M
Maničky; 
Rygle; 
Křížkovského;M
Ztracená; 
Zimní; 
Tihůvka; 
Faulhabrova;M
Charbulova;M
Buchtova;M
Říční; 
Synkova;M
Firemní; 
Gargulákova;M
Salajní; 
Hrázní; 
Wurmova;M
Jamborova;M
Pilařova;M
Loosova;M
Chleborádova;M
Plotní; 
Rovná; 
Ponávka; 
Roháčkova;M
Úpatní; 
Lacinova;M
Podruhova;M
Nezamyslova;M
Zahradní; 
Žitná; 
Myslbekova;M
Uhelná; 
Listnatá; 
Blízká; 
Skalky; 
Závodského;M
Kubíčkova;M
Dalimilova;M
Hluboká; 
Výholec; 
Kulkova;M
Hlávkova;M
Burianovo náměstí; 
Tomáškova;M
Pellicova;M
Kubíkova;M
Mifkova;M
Raisova;M
Bieblova;M
Fillova;M
Záhumní; 
Renneská třída; 
Hatě; 
Kaloudova;M
Vránova;M
Prokofjevova;M
Tyršova;M
Pěnkinova;M
Schwaigrova;M
Ruda; 
Optátova;M
Kachlíkova;M
Zelná; 
Haasova;M
Halasovo náměstí; 
Lazaretní; 
Mojžíšova;M
Kaplanova;M
Stromovka; 
Závist; 
Skryjova;M
Ferrerova;M
Jiránkova;M
Měřičkova;M
Klecandova;M
Šromova;M
Osamělá; 
Zeleného;M
Gallašova;M
bratří Mrštíků; 
Stavební; 
Högrova;M
Jezerůvky; 
Skrytá; 
Turgeněvova;M
Pěkná; 
Porážka; 
Jámy; 
Heyrovského;M
Horova;M
Beethovenova;M
Kellnerova;M
Vrbí; 
Rotreklova;M
Strnadova;M
Pešinova;M
Voříškova;M
Zoubkova;M
Jehličnatá; 
Axmanova;M
Kořískova;M
Tábor; 
Podsedky; 
Trnitá; 
Bukovského;M
Šmídkova;M
Boettingrova;M
Horníkova;M
Mateří; 
Sportovní; 
Výšina; 
Weighartova;M
Panská lícha; 
Úlehlova;M
Bakalovo nábřeží; 
Táborského nábřeží; 
Burešova;M
Kozákova;M
Úvoz; 
Jánošíkova;M
Otakara Ševčíka; 
Podzimní; 
Bernáčkova;M
Bidláky; 
Rumiště; 
Bohuslava Martinů; 
třída Kpt. Jaroše; 
ulice Kosmonautů; 
Kamínky; 
Hlaváčkova;M
Vejrostova;M
Hněvkovského;M
Pompova;M
náměstí Vojtěšky Matyášové;F
Podpísečná; 
Jílkova;M
Markéty Kuncové;F
Cimburkova;M
Hoppova;M
Bělidla; 
Hoblíkova;M
Jateční; 
Poříčí; 
Navrátilova;M
Ibsenova;M
Sokolova;M
Závětrná; 
Poledníkova;M
Klášterského;M
Hostislavova;M
Otevřená; 
Malečkova;M
Hliník; 
Šelepova;M
Zábranského;M
Ruský vrch; 
Brandlova;M
Jablonského;M
Tylova;M
Kabátníkova;M
Svážná; 
Tuřanské náměstí; 
Jezerní; 
Martina Kříže; 
Rozcestí; 
Jircháře; 
Vlhká; 
